Type,Date,Latitude,Longitude
Single_Gunshot,7/25/2015,38.66,-90.26

Single_Gunshot,7/25/2015,38.67,-90.26

Multiple_Gunshots,7/25/2015,38.66,-90.24

Multiple_Gunshots,7/24/2015,38.67,-90.25

Single_Gunshot,7/24/2015,38.66,-90.24

Multiple_Gunshots,7/24/2015,38.67,-90.28

Single_Gunshot,7/24/2015,38.67,-90.24

Single_Gunshot,7/24/2015,38.67,-90.25

Multiple_Gunshots,7/23/2015,38.67,-90.23

Single_Gunshot,7/23/2015,38.67,-90.22

Gunshot_or_firework,7/23/2015,38.66,-90.26

Single_Gunshot,7/23/2015,38.67,-90.24

Single_Gunshot,7/23/2015,38.67,-90.22

Multiple_Gunshots,7/23/2015,38.67,-90.26

Single_Gunshot,7/23/2015,38.67,-90.25

Single_Gunshot,7/23/2015,38.66,-90.25

Single_Gunshot,7/23/2015,38.67,-90.24

Gunshot_or_firework,7/22/2015,38.67,-90.22

Multiple_Gunshots,7/22/2015,38.67,-90.26

Multiple_Gunshots,7/22/2015,38.67,-90.23

Multiple_Gunshots,7/22/2015,38.67,-90.23

Multiple_Gunshots,7/22/2015,38.67,-90.24

Multiple_Gunshots,7/22/2015,38.67,-90.24

Multiple_Gunshots,7/22/2015,38.67,-90.24

Multiple_Gunshots,7/22/2015,38.67,-90.24

Multiple_Gunshots,7/22/2015,38.67,-90.23

Multiple_Gunshots,7/21/2015,38.66,-90.24

Multiple_Gunshots,7/21/2015,38.67,-90.27

Gunshot_or_firework,7/21/2015,38.68,-90.25

Multiple_Gunshots,7/21/2015,38.68,-90.24

Single_Gunshot,7/21/2015,38.68,-90.24

Multiple_Gunshots,7/21/2015,38.67,-90.26

Multiple_Gunshots,7/21/2015,38.67,-90.26

Single_Gunshot,7/21/2015,38.67,-90.24

Single_Gunshot,7/21/2015,38.67,-90.24

Multiple_Gunshots,7/20/2015,38.68,-90.28

Multiple_Gunshots,7/20/2015,38.66,-90.25

Multiple_Gunshots,7/20/2015,38.67,-90.23

Multiple_Gunshots,7/20/2015,38.66,-90.26

Multiple_Gunshots,7/20/2015,38.68,-90.27

Multiple_Gunshots,7/20/2015,38.67,-90.24

Gunshot_or_firework,7/20/2015,38.68,-90.28

Multiple_Gunshots,7/20/2015,38.67,-90.26

Multiple_Gunshots,7/20/2015,38.66,-90.27

Single_Gunshot,7/19/2015,38.66,-90.26

Multiple_Gunshots,7/19/2015,38.67,-90.26

Multiple_Gunshots,7/19/2015,38.67,-90.26

Multiple_Gunshots,7/19/2015,38.68,-90.28

Multiple_Gunshots,7/19/2015,38.69,-90.27

Single_Gunshot,7/19/2015,38.68,-90.27

Multiple_Gunshots,7/19/2015,38.67,-90.25

Single_Gunshot,7/19/2015,38.67,-90.25

Single_Gunshot,7/19/2015,38.67,-90.25

Multiple_Gunshots,7/19/2015,38.68,-90.27

Multiple_Gunshots,7/19/2015,38.67,-90.25

Multiple_Gunshots,7/19/2015,38.67,-90.23

Multiple_Gunshots,7/19/2015,38.68,-90.27

Multiple_Gunshots,7/19/2015,38.68,-90.24

Multiple_Gunshots,7/18/2015,38.68,-90.26

Single_Gunshot,7/18/2015,38.66,-90.26

Multiple_Gunshots,7/18/2015,38.67,-90.24

Multiple_Gunshots,7/18/2015,38.67,-90.28

Gunshot_or_firework,7/18/2015,38.66,-90.26

Multiple_Gunshots,7/18/2015,38.66,-90.25

Multiple_Gunshots,7/18/2015,38.67,-90.26

Multiple_Gunshots,7/18/2015,38.67,-90.26

Multiple_Gunshots,7/18/2015,38.68,-90.28

Multiple_Gunshots,7/18/2015,38.67,-90.26

Single_Gunshot,7/18/2015,38.67,-90.26

Single_Gunshot,7/18/2015,38.67,-90.23

Multiple_Gunshots,7/18/2015,38.67,-90.25

Multiple_Gunshots,7/18/2015,38.67,-90.25

Multiple_Gunshots,7/18/2015,38.67,-90.25

Single_Gunshot,7/18/2015,38.67,-90.23

Single_Gunshot,7/18/2015,38.67,-90.25

Multiple_Gunshots,7/17/2015,38.65,-90.24

Single_Gunshot,7/17/2015,38.67,-90.26

Multiple_Gunshots,7/17/2015,38.66,-90.25

Multiple_Gunshots,7/17/2015,38.68,-90.28

Multiple_Gunshots,7/17/2015,38.68,-90.27

Single_Gunshot,7/17/2015,38.68,-90.27

Multiple_Gunshots,7/17/2015,38.66,-90.24

Multiple_Gunshots,7/16/2015,38.66,-90.24

Multiple_Gunshots,7/16/2015,38.67,-90.23

Multiple_Gunshots,7/16/2015,38.66,-90.26

Multiple_Gunshots,7/16/2015,38.67,-90.23

Multiple_Gunshots,7/16/2015,38.67,-90.24

Single_Gunshot,7/16/2015,38.65,-90.27

Multiple_Gunshots,7/16/2015,38.68,-90.24

Multiple_Gunshots,7/16/2015,38.68,-90.27

Multiple_Gunshots,7/16/2015,38.68,-90.27

Single_Gunshot,7/16/2015,38.66,-90.23

Multiple_Gunshots,7/16/2015,38.66,-90.26

Multiple_Gunshots,7/16/2015,38.66,-90.26

Single_Gunshot,7/16/2015,38.66,-90.27

Multiple_Gunshots,7/15/2015,38.67,-90.26

Single_Gunshot,7/15/2015,38.68,-90.27

Multiple_Gunshots,7/15/2015,38.68,-90.26

Single_Gunshot,7/15/2015,38.68,-90.26

Single_Gunshot,7/15/2015,38.68,-90.23

Single_Gunshot,7/15/2015,38.67,-90.23

Multiple_Gunshots,7/14/2015,38.68,-90.27

Multiple_Gunshots,7/14/2015,38.68,-90.27

Single_Gunshot,7/14/2015,38.68,-90.23

Single_Gunshot,7/14/2015,38.67,-90.26

Multiple_Gunshots,7/14/2015,38.67,-90.25

Multiple_Gunshots,7/14/2015,38.67,-90.25

Multiple_Gunshots,7/14/2015,38.67,-90.25

Single_Gunshot,7/14/2015,38.67,-90.23

Single_Gunshot,7/14/2015,38.67,-90.23

Multiple_Gunshots,7/14/2015,38.68,-90.26

Multiple_Gunshots,7/13/2015,38.67,-90.23

Multiple_Gunshots,7/13/2015,38.67,-90.25

Multiple_Gunshots,7/13/2015,38.67,-90.25

Multiple_Gunshots,7/13/2015,38.67,-90.27

Multiple_Gunshots,7/13/2015,38.67,-90.24

Multiple_Gunshots,7/13/2015,38.67,-90.24

Multiple_Gunshots,7/13/2015,38.66,-90.25

Single_Gunshot,7/13/2015,38.67,-90.23

Multiple_Gunshots,7/13/2015,38.66,-90.24

Multiple_Gunshots,7/13/2015,38.67,-90.24

Multiple_Gunshots,7/13/2015,38.67,-90.26

Single_Gunshot,7/12/2015,38.67,-90.24

Multiple_Gunshots,7/12/2015,38.66,-90.27

Single_Gunshot,7/12/2015,38.67,-90.27

Single_Gunshot,7/12/2015,38.68,-90.23

Multiple_Gunshots,7/12/2015,38.67,-90.23

Multiple_Gunshots,7/12/2015,38.68,-90.23

Multiple_Gunshots,7/12/2015,38.67,-90.28

Single_Gunshot,7/12/2015,38.67,-90.28

Single_Gunshot,7/11/2015,38.66,-90.23

Single_Gunshot,7/11/2015,38.66,-90.25

Multiple_Gunshots,7/11/2015,38.68,-90.23

Multiple_Gunshots,7/11/2015,38.68,-90.23

Multiple_Gunshots,7/11/2015,38.68,-90.23

Multiple_Gunshots,7/11/2015,38.67,-90.27

Multiple_Gunshots,7/11/2015,38.68,-90.27

Single_Gunshot,7/11/2015,38.68,-90.27

Multiple_Gunshots,7/10/2015,38.66,-90.24

Single_Gunshot,7/10/2015,38.66,-90.24

Multiple_Gunshots,7/10/2015,38.66,-90.26

Multiple_Gunshots,7/10/2015,38.67,-90.25

Single_Gunshot,7/10/2015,38.68,-90.23

Multiple_Gunshots,7/9/2015,38.68,-90.26

Multiple_Gunshots,7/9/2015,38.67,-90.24

Multiple_Gunshots,7/9/2015,38.67,-90.24

Single_Gunshot,7/9/2015,38.66,-90.26

Single_Gunshot,7/8/2015,38.67,-90.29

Multiple_Gunshots,7/8/2015,38.66,-90.25

Single_Gunshot,7/8/2015,38.67,-90.25

Multiple_Gunshots,7/8/2015,38.67,-90.27

Multiple_Gunshots,7/8/2015,38.68,-90.27

Multiple_Gunshots,7/8/2015,38.68,-90.27

Multiple_Gunshots,7/7/2015,38.67,-90.26

Multiple_Gunshots,7/7/2015,38.67,-90.22

Multiple_Gunshots,7/7/2015,38.67,-90.22

Multiple_Gunshots,7/7/2015,38.67,-90.24

Single_Gunshot,7/7/2015,38.67,-90.26

Single_Gunshot,7/7/2015,38.66,-90.27

Single_Gunshot,7/7/2015,38.66,-90.25

Multiple_Gunshots,7/6/2015,38.67,-90.26

Multiple_Gunshots,7/6/2015,38.67,-90.25

Multiple_Gunshots,7/6/2015,38.67,-90.23

Multiple_Gunshots,7/5/2015,38.67,-90.28

Multiple_Gunshots,7/5/2015,38.67,-90.26

Multiple_Gunshots,7/5/2015,38.66,-90.23

Gunshot_or_firework,7/4/2015,38.67,-90.24

Multiple_Gunshots,7/4/2015,38.67,-90.24

Multiple_Gunshots,7/4/2015,38.67,-90.26

Multiple_Gunshots,7/3/2015,38.67,-90.27

Multiple_Gunshots,7/3/2015,38.68,-90.23

Multiple_Gunshots,7/3/2015,38.67,-90.27

Multiple_Gunshots,7/3/2015,38.67,-90.22

Gunshot_or_firework,7/3/2015,38.67,-90.24

Multiple_Gunshots,7/3/2015,38.67,-90.26

Multiple_Gunshots,7/3/2015,38.67,-90.27

Single_Gunshot,7/3/2015,38.67,-90.22

Multiple_Gunshots,7/2/2015,38.67,-90.24

Single_Gunshot,7/2/2015,38.67,-90.24

Multiple_Gunshots,7/2/2015,38.66,-90.26

Multiple_Gunshots,7/2/2015,38.68,-90.25

Multiple_Gunshots,7/2/2015,38.68,-90.22

Gunshot_or_firework,7/2/2015,38.67,-90.26

Multiple_Gunshots,7/2/2015,38.68,-90.22

Multiple_Gunshots,7/2/2015,38.66,-90.26

Multiple_Gunshots,7/1/2015,38.67,-90.23

Single_Gunshot,7/1/2015,38.67,-90.25

Multiple_Gunshots,7/1/2015,38.67,-90.25

Single_Gunshot,7/1/2015,38.67,-90.26

Multiple_Gunshots,6/30/2015,38.66,-90.26

Multiple_Gunshots,6/30/2015,38.67,-90.28

Single_Gunshot,6/30/2015,38.68,-90.26

Single_Gunshot,6/30/2015,38.68,-90.28

Multiple_Gunshots,6/29/2015,38.67,-90.23

Multiple_Gunshots,6/29/2015,38.66,-90.23

Single_Gunshot,6/29/2015,38.68,-90.23

Multiple_Gunshots,6/29/2015,38.66,-90.25

Single_Gunshot,6/29/2015,38.68,-90.27

Multiple_Gunshots,6/28/2015,38.66,-90.23

Single_Gunshot,6/28/2015,38.66,-90.27

Single_Gunshot,6/28/2015,38.67,-90.23

Multiple_Gunshots,6/28/2015,38.67,-90.23

Multiple_Gunshots,6/28/2015,38.67,-90.24

Multiple_Gunshots,6/28/2015,38.67,-90.26

Single_Gunshot,6/28/2015,38.68,-90.28

Single_Gunshot,6/28/2015,38.67,-90.23

Multiple_Gunshots,6/28/2015,38.67,-90.25

Single_Gunshot,6/27/2015,38.67,-90.25

Multiple_Gunshots,6/27/2015,38.68,-90.28

Multiple_Gunshots,6/27/2015,38.67,-90.24

Single_Gunshot,6/27/2015,38.67,-90.24

Single_Gunshot,6/27/2015,38.67,-90.26

Multiple_Gunshots,6/27/2015,38.68,-90.26

Gunshot_or_firework,6/27/2015,38.67,-90.27

Multiple_Gunshots,6/27/2015,38.67,-90.23

Single_Gunshot,6/27/2015,38.68,-90.29

Multiple_Gunshots,6/27/2015,38.68,-90.27

Single_Gunshot,6/27/2015,38.67,-90.26

Multiple_Gunshots,6/27/2015,38.67,-90.24

Single_Gunshot,6/27/2015,38.68,-90.22

Single_Gunshot,6/27/2015,38.68,-90.28

Single_Gunshot,6/27/2015,38.67,-90.26

Single_Gunshot,6/27/2015,38.67,-90.24

Multiple_Gunshots,6/26/2015,38.67,-90.23

Multiple_Gunshots,6/26/2015,38.68,-90.26

Multiple_Gunshots,6/26/2015,38.67,-90.24

Multiple_Gunshots,6/26/2015,38.67,-90.24

Multiple_Gunshots,6/26/2015,38.68,-90.27

Multiple_Gunshots,6/26/2015,38.67,-90.23

Multiple_Gunshots,6/26/2015,38.68,-90.27

Multiple_Gunshots,6/26/2015,38.68,-90.27

Multiple_Gunshots,6/26/2015,38.68,-90.27

Single_Gunshot,6/26/2015,38.68,-90.26

Multiple_Gunshots,6/26/2015,38.68,-90.23

Single_Gunshot,6/26/2015,38.66,-90.26

Multiple_Gunshots,6/26/2015,38.67,-90.23

Single_Gunshot,6/26/2015,38.68,-90.27

Multiple_Gunshots,6/26/2015,38.67,-90.26

Multiple_Gunshots,6/26/2015,38.68,-90.26

Multiple_Gunshots,6/25/2015,38.68,-90.27

Multiple_Gunshots,6/25/2015,38.68,-90.27

Single_Gunshot,6/25/2015,38.68,-90.27

Multiple_Gunshots,6/25/2015,38.67,-90.23

Single_Gunshot,6/25/2015,38.67,-90.27

Multiple_Gunshots,6/25/2015,38.67,-90.23

Multiple_Gunshots,6/25/2015,38.67,-90.22

Multiple_Gunshots,6/25/2015,38.67,-90.26

Single_Gunshot,6/24/2015,38.65,-90.26

Single_Gunshot,6/24/2015,38.67,-90.23

Multiple_Gunshots,6/24/2015,38.67,-90.24

Multiple_Gunshots,6/24/2015,38.65,-90.26

Single_Gunshot,6/24/2015,38.66,-90.26

Multiple_Gunshots,6/24/2015,38.66,-90.25

Single_Gunshot,6/24/2015,38.67,-90.23

Multiple_Gunshots,6/24/2015,38.67,-90.28

Multiple_Gunshots,6/24/2015,38.68,-90.22

Gunshot_or_firework,6/23/2015,38.66,-90.26

Multiple_Gunshots,6/23/2015,38.67,-90.23

Multiple_Gunshots,6/23/2015,38.68,-90.22

Multiple_Gunshots,6/23/2015,38.68,-90.22

Gunshot_or_firework,6/23/2015,38.69,-90.29

Multiple_Gunshots,6/23/2015,38.68,-90.23

Multiple_Gunshots,6/23/2015,38.68,-90.23

Multiple_Gunshots,6/23/2015,38.68,-90.29

Multiple_Gunshots,6/23/2015,38.67,-90.26

Multiple_Gunshots,6/23/2015,38.66,-90.26

Single_Gunshot,6/23/2015,38.67,-90.23

Single_Gunshot,6/23/2015,38.66,-90.26

Single_Gunshot,6/23/2015,38.68,-90.27

Multiple_Gunshots,6/22/2015,38.67,-90.27

Multiple_Gunshots,6/22/2015,38.68,-90.27

Multiple_Gunshots,6/22/2015,38.68,-90.27

Multiple_Gunshots,6/22/2015,38.66,-90.23

Multiple_Gunshots,6/22/2015,38.66,-90.24

Single_Gunshot,6/22/2015,38.67,-90.24

Multiple_Gunshots,6/22/2015,38.66,-90.26

Multiple_Gunshots,6/22/2015,38.67,-90.24

Multiple_Gunshots,6/22/2015,38.68,-90.23

Indoor_Gunshot,6/22/2015,38.65,-90.25

Single_Gunshot,6/22/2015,38.66,-90.26

Multiple_Gunshots,6/21/2015,38.67,-90.26

Multiple_Gunshots,6/21/2015,38.66,-90.25

Multiple_Gunshots,6/21/2015,38.67,-90.24

Multiple_Gunshots,6/21/2015,38.67,-90.23

Multiple_Gunshots,6/21/2015,38.67,-90.28

Multiple_Gunshots,6/21/2015,38.67,-90.25

Single_Gunshot,6/20/2015,38.67,-90.26

Multiple_Gunshots,6/20/2015,38.67,-90.24

Gunshot_or_firework,6/20/2015,38.65,-90.26

Single_Gunshot,6/20/2015,38.68,-90.27

Single_Gunshot,6/20/2015,38.68,-90.27

Multiple_Gunshots,6/20/2015,38.68,-90.27

Single_Gunshot,6/20/2015,38.67,-90.23

Single_Gunshot,6/20/2015,38.67,-90.23

Multiple_Gunshots,6/19/2015,38.67,-90.27

Single_Gunshot,6/19/2015,38.67,-90.25

Multiple_Gunshots,6/19/2015,38.67,-90.23

Multiple_Gunshots,6/19/2015,38.67,-90.25

Multiple_Gunshots,6/19/2015,38.68,-90.27

Multiple_Gunshots,6/19/2015,38.68,-90.27

Single_Gunshot,6/19/2015,38.67,-90.24

Single_Gunshot,6/19/2015,38.67,-90.23

Single_Gunshot,6/19/2015,38.67,-90.23

Single_Gunshot,6/19/2015,38.68,-90.27

Multiple_Gunshots,6/18/2015,38.67,-90.26

Multiple_Gunshots,6/18/2015,38.67,-90.26

Single_Gunshot,6/18/2015,38.67,-90.27

Gunshot_or_firework,6/18/2015,38.68,-90.24

Multiple_Gunshots,6/18/2015,38.67,-90.27

Multiple_Gunshots,6/18/2015,38.68,-90.27

Single_Gunshot,6/18/2015,38.66,-90.26

Multiple_Gunshots,6/18/2015,38.66,-90.28

Multiple_Gunshots,6/18/2015,38.68,-90.28

Single_Gunshot,6/18/2015,38.66,-90.25

Multiple_Gunshots,6/18/2015,38.67,-90.22

Single_Gunshot,6/18/2015,38.68,-90.27

Multiple_Gunshots,6/18/2015,38.68,-90.27

Multiple_Gunshots,6/17/2015,38.66,-90.27

Multiple_Gunshots,6/17/2015,38.67,-90.26

Multiple_Gunshots,6/17/2015,38.68,-90.27

Multiple_Gunshots,6/17/2015,38.66,-90.24

Multiple_Gunshots,6/17/2015,38.66,-90.24

Multiple_Gunshots,6/17/2015,38.68,-90.27

Multiple_Gunshots,6/17/2015,38.67,-90.23

Multiple_Gunshots,6/17/2015,38.67,-90.23

Single_Gunshot,6/17/2015,38.68,-90.28

Single_Gunshot,6/17/2015,38.68,-90.27

Single_Gunshot,6/17/2015,38.67,-90.26

Multiple_Gunshots,6/17/2015,38.67,-90.23

Multiple_Gunshots,6/17/2015,38.67,-90.23

Multiple_Gunshots,6/17/2015,38.67,-90.24

Multiple_Gunshots,6/17/2015,38.67,-90.26

Single_Gunshot,6/17/2015,38.67,-90.26

Single_Gunshot,6/16/2015,38.68,-90.23

Multiple_Gunshots,6/16/2015,38.68,-90.27

Multiple_Gunshots,6/16/2015,38.67,-90.24

Multiple_Gunshots,6/16/2015,38.68,-90.24

Multiple_Gunshots,6/16/2015,38.67,-90.23

Multiple_Gunshots,6/16/2015,38.66,-90.25

Multiple_Gunshots,6/15/2015,38.66,-90.24

Multiple_Gunshots,6/15/2015,38.68,-90.27

Multiple_Gunshots,6/15/2015,38.68,-90.27

Multiple_Gunshots,6/15/2015,38.68,-90.27

Multiple_Gunshots,6/15/2015,38.68,-90.27

Multiple_Gunshots,6/15/2015,38.67,-90.25

Gunshot_or_firework,6/15/2015,38.68,-90.29

Multiple_Gunshots,6/15/2015,38.67,-90.24

Multiple_Gunshots,6/15/2015,38.67,-90.24

Single_Gunshot,6/15/2015,38.67,-90.24

Multiple_Gunshots,6/15/2015,38.67,-90.23

Multiple_Gunshots,6/15/2015,38.67,-90.24

Multiple_Gunshots,6/15/2015,38.67,-90.25

Single_Gunshot,6/15/2015,38.66,-90.25

Multiple_Gunshots,6/15/2015,38.65,-90.26

Multiple_Gunshots,6/15/2015,38.66,-90.25

Multiple_Gunshots,6/15/2015,38.66,-90.25

Single_Gunshot,6/14/2015,38.67,-90.26

Multiple_Gunshots,6/14/2015,38.67,-90.29

Multiple_Gunshots,6/14/2015,38.67,-90.26

Gunshot_or_firework,6/14/2015,38.67,-90.28

Single_Gunshot,6/14/2015,38.67,-90.26

Multiple_Gunshots,6/14/2015,38.67,-90.28

Single_Gunshot,6/14/2015,38.67,-90.24

Single_Gunshot,6/14/2015,38.68,-90.25

Multiple_Gunshots,6/13/2015,38.67,-90.24

Multiple_Gunshots,6/13/2015,38.68,-90.28

Single_Gunshot,6/13/2015,38.68,-90.28

Multiple_Gunshots,6/13/2015,38.68,-90.27

Multiple_Gunshots,6/13/2015,38.68,-90.27

Multiple_Gunshots,6/13/2015,38.68,-90.27

Multiple_Gunshots,6/13/2015,38.68,-90.27

Multiple_Gunshots,6/13/2015,38.68,-90.27

Single_Gunshot,6/13/2015,38.68,-90.25

Multiple_Gunshots,6/13/2015,38.66,-90.23

Multiple_Gunshots,6/13/2015,38.67,-90.25

Single_Gunshot,6/13/2015,38.67,-90.25

Multiple_Gunshots,6/13/2015,38.67,-90.25

Multiple_Gunshots,6/13/2015,38.67,-90.25

Single_Gunshot,6/13/2015,38.66,-90.26

Multiple_Gunshots,6/13/2015,38.67,-90.24

Multiple_Gunshots,6/13/2015,38.66,-90.24

Single_Gunshot,6/13/2015,38.66,-90.26

Multiple_Gunshots,6/13/2015,38.66,-90.26

Single_Gunshot,6/12/2015,38.68,-90.28

Multiple_Gunshots,6/12/2015,38.66,-90.26

Multiple_Gunshots,6/12/2015,38.66,-90.25

Multiple_Gunshots,6/12/2015,38.66,-90.24

Single_Gunshot,6/12/2015,38.68,-90.23

Multiple_Gunshots,6/11/2015,38.68,-90.27

Multiple_Gunshots,6/11/2015,38.66,-90.24

Multiple_Gunshots,6/11/2015,38.66,-90.24

Single_Gunshot,6/11/2015,38.67,-90.26

Multiple_Gunshots,6/11/2015,38.68,-90.24

Single_Gunshot,6/11/2015,38.66,-90.24

Multiple_Gunshots,6/11/2015,38.67,-90.27

Multiple_Gunshots,6/11/2015,38.66,-90.25

Single_Gunshot,6/10/2015,38.67,-90.24

Multiple_Gunshots,6/10/2015,38.68,-90.25

Single_Gunshot,6/10/2015,38.67,-90.22

Multiple_Gunshots,6/10/2015,38.66,-90.26

Single_Gunshot,6/9/2015,38.66,-90.23

Single_Gunshot,6/9/2015,38.67,-90.26

Multiple_Gunshots,6/9/2015,38.68,-90.23

Multiple_Gunshots,6/9/2015,38.68,-90.28

Multiple_Gunshots,6/8/2015,38.68,-90.28

Multiple_Gunshots,6/8/2015,38.68,-90.28

Gunshot_or_firework,6/8/2015,38.66,-90.28

Multiple_Gunshots,6/8/2015,38.68,-90.23

Gunshot_or_firework,6/7/2015,38.67,-90.24

Multiple_Gunshots,6/7/2015,38.66,-90.26

Multiple_Gunshots,6/7/2015,38.66,-90.26

Single_Gunshot,6/7/2015,38.67,-90.25

Multiple_Gunshots,6/7/2015,38.67,-90.25

Gunshot_or_firework,6/7/2015,38.66,-90.24

Multiple_Gunshots,6/7/2015,38.67,-90.26

Multiple_Gunshots,6/6/2015,38.67,-90.24

Single_Gunshot,6/6/2015,38.67,-90.23

Multiple_Gunshots,6/6/2015,38.67,-90.23

Multiple_Gunshots,6/6/2015,38.67,-90.23

Multiple_Gunshots,6/6/2015,38.67,-90.27

Multiple_Gunshots,6/6/2015,38.67,-90.25

Multiple_Gunshots,6/6/2015,38.67,-90.24

Multiple_Gunshots,6/6/2015,38.67,-90.24

Multiple_Gunshots,6/5/2015,38.68,-90.27

Multiple_Gunshots,6/5/2015,38.67,-90.24

Multiple_Gunshots,6/5/2015,38.67,-90.24

Single_Gunshot,6/5/2015,38.67,-90.24

Multiple_Gunshots,6/5/2015,38.68,-90.27

Multiple_Gunshots,6/5/2015,38.67,-90.24

Multiple_Gunshots,6/5/2015,38.68,-90.23

Multiple_Gunshots,6/5/2015,38.68,-90.28

Single_Gunshot,6/5/2015,38.68,-90.28

Multiple_Gunshots,6/5/2015,38.68,-90.26

Multiple_Gunshots,6/5/2015,38.66,-90.24

Multiple_Gunshots,6/5/2015,38.66,-90.25

Single_Gunshot,6/5/2015,38.66,-90.26

Single_Gunshot,6/5/2015,38.66,-90.26

Single_Gunshot,6/5/2015,38.67,-90.23

Multiple_Gunshots,6/5/2015,38.66,-90.26

Gunshot_or_firework,6/4/2015,38.68,-90.23

Multiple_Gunshots,6/4/2015,38.66,-90.23

Multiple_Gunshots,6/4/2015,38.66,-90.26

Multiple_Gunshots,6/4/2015,38.67,-90.24

Single_Gunshot,6/3/2015,38.67,-90.26

Multiple_Gunshots,6/3/2015,38.66,-90.24

Multiple_Gunshots,6/3/2015,38.66,-90.23

Multiple_Gunshots,6/3/2015,38.67,-90.22

Multiple_Gunshots,6/3/2015,38.66,-90.23

Gunshot_or_firework,6/3/2015,38.67,-90.25

Multiple_Gunshots,6/3/2015,38.66,-90.23

Multiple_Gunshots,6/3/2015,38.67,-90.24

Multiple_Gunshots,6/3/2015,38.67,-90.24

Single_Gunshot,6/3/2015,38.66,-90.25

Gunshot_or_firework,6/3/2015,38.68,-90.27

Single_Gunshot,6/3/2015,38.67,-90.24

Multiple_Gunshots,6/3/2015,38.67,-90.22

Multiple_Gunshots,6/3/2015,38.67,-90.22

Multiple_Gunshots,6/3/2015,38.67,-90.22

Single_Gunshot,6/3/2015,38.68,-90.28

Multiple_Gunshots,6/2/2015,38.67,-90.28

Single_Gunshot,6/2/2015,38.67,-90.24

Single_Gunshot,6/2/2015,38.67,-90.26

Single_Gunshot,6/2/2015,38.66,-90.23

Multiple_Gunshots,6/2/2015,38.66,-90.23

Multiple_Gunshots,6/2/2015,38.68,-90.27

Multiple_Gunshots,6/2/2015,38.67,-90.24

Multiple_Gunshots,6/2/2015,38.67,-90.24

Single_Gunshot,6/2/2015,38.67,-90.25

Multiple_Gunshots,6/1/2015,38.67,-90.23

Multiple_Gunshots,6/1/2015,38.67,-90.26

Multiple_Gunshots,6/1/2015,38.68,-90.27

Multiple_Gunshots,6/1/2015,38.69,-90.24

Single_Gunshot,6/1/2015,38.67,-90.25

Single_Gunshot,6/1/2015,38.67,-90.26

Single_Gunshot,5/31/2015,38.68,-90.27

Multiple_Gunshots,5/31/2015,38.67,-90.24

Multiple_Gunshots,5/31/2015,38.68,-90.22

Gunshot_or_firework,5/31/2015,38.68,-90.27

Gunshot_or_firework,5/31/2015,38.68,-90.27

Multiple_Gunshots,5/31/2015,38.67,-90.28

Single_Gunshot,5/31/2015,38.68,-90.27

Single_Gunshot,5/31/2015,38.68,-90.27

Multiple_Gunshots,5/31/2015,38.68,-90.27

Multiple_Gunshots,5/31/2015,38.68,-90.27

Single_Gunshot,5/31/2015,38.67,-90.25

Single_Gunshot,5/31/2015,38.67,-90.25

Single_Gunshot,5/31/2015,38.68,-90.24

Multiple_Gunshots,5/31/2015,38.68,-90.24

Multiple_Gunshots,5/30/2015,38.68,-90.23

Multiple_Gunshots,5/30/2015,38.68,-90.23

Multiple_Gunshots,5/30/2015,38.67,-90.25

Multiple_Gunshots,5/30/2015,38.68,-90.23

Gunshot_or_firework,5/30/2015,38.67,-90.25

Gunshot_or_firework,5/30/2015,38.67,-90.23

Single_Gunshot,5/30/2015,38.67,-90.23

Multiple_Gunshots,5/30/2015,38.68,-90.26

Multiple_Gunshots,5/30/2015,38.68,-90.26

Multiple_Gunshots,5/30/2015,38.68,-90.27

Multiple_Gunshots,5/30/2015,38.66,-90.26

Single_Gunshot,5/30/2015,38.67,-90.24

Multiple_Gunshots,5/30/2015,38.67,-90.24

Single_Gunshot,5/30/2015,38.68,-90.27

Single_Gunshot,5/30/2015,38.68,-90.27

Single_Gunshot,5/29/2015,38.66,-90.23

Multiple_Gunshots,5/29/2015,38.67,-90.26

Single_Gunshot,5/29/2015,38.66,-90.23

Multiple_Gunshots,5/29/2015,38.66,-90.23

Multiple_Gunshots,5/29/2015,38.67,-90.25

Multiple_Gunshots,5/29/2015,38.67,-90.22

Single_Gunshot,5/29/2015,38.67,-90.22

